Date,Amorosa,Beau,Bodo,Cad,Hali,Lew,Mine,Oban,Newp,SCH,Sid,Green,Uum,Viana,WH,Torr,Lima,Tagus
31-07-2016,16.31,27.335,13.5,24.42,18.775,26.13,18.59,13.115,21.26,15.679999,16.64,6.805,10.804999,16.39,23.68,17.89,16.39,22.525
1-08-2016,15.115,29.465,6.8849998,24.505,20.43,25.48,15.429999,13.08,21.435,15.23,15.429999,8.33,10.965,14.804999,22.619999,18.145,14.804999,22.47
2-08-2016,15.134999,30.769999,13.86,23.76,19.035,23.41,17.05,12.965,20.484999,15.045,17.75,6.355,10.105,14.915,20.74,17.8,15.134999,18.34
3-08-2016,13.905,29.91,12.3949995,23.914999,18.69,24.475,15.924999,13.99,21.925,15.855,16.085,7.075,9.985,14,22.699999,16.744999,14,22.98
4-08-2016,16.35,30.9,13.929999,24.625,17.845,23.859999,18.06,12.365,22.59,15.24,14.384999,6.875,10.2,14.37,22.835,16.24,14.37,18.08
5-08-2016,14.815,29.404999,13.075,24.355,18.76,25.39,17.385,12.62,20.83,14.625,13.809999,8.075,5.9,14.63,22.375,16.635,14.63,23.574999
6-08-2016,15.535,26.65,13.12,23.13,17.795,26.755,18.085,13.014999,22.08,15.299999,16.585,6.375,9.679999,15.44,22.585,17.02,15.44,24.359999
7-08-2016,15.974999,29.449999,12.45,22.51,17.98,25.394999,18.76,12.23,21.82,14.985,16.925,6.6349998,8.94,15.969999,23.975,17.789999,15.969999,22.445
8-08-2016,15.57,28.56,14.179999,22.96,19.365,28.875,15.795,13.179999,22.795,14.349999,15.795,7.12,10.11,14.92,24.635,17.664999,14.92,25.73
9-08-2016,14.57,29.47,11.934999,24.095,19.765,25.085,18.34,12.715,22.875,11.29,16.414999,7.1349998,4.19,14.57,23.109999,17.135,14.57,17.84
10-08-2016,15.005,29.525,11.974999,23.289999,18.065,25.974998,18.1,11.4,23.869999,22.445,18.1,4.555,9.95,14.275,24.369999,16.635,14.945,23.91
11-08-2016,15.95,32.195,12.16,22.519999,18.605,26.34,15.91,13.309999,22.335,16.58,15.91,6.8799996,10.87,15.95,24.175,16.395,15.95,20.15
12-08-2016,16.085,29.38,12.795,23.475,18.565,26.31,17.26,13.04,22.34,17.565,17.22,7.815,10.13,16.17,22.029999,18,16.17,25.375
13-08-2016,15.415,30.545,12.025,23.35,18.265,28.199999,17.755,12.65,23.699999,15.62,15.424999,7.21,9.69,15.415,24.425,16.925,15.415,26.039999
14-08-2016,16.945,32.375,11.2699995,20.279999,19.369999,27.71,17.58,15.335,23.414999,17.279999,17.46,2.485,9.469999,16.945,24.84,16.23,16.945,23.15
15-08-2016,15.91,32.945,11.639999,22.269999,18.619999,28.43,18.875,12.615,24.939999,16.025,17.279999,2.49,9.58,15.855,23.91,17.41,15.855,22.385
16-08-2016,16.824999,31.369999,12.985,22.85,18.175,27.605,19.435,13.884999,24.555,19.59,17.414999,9.98,9.5199995,16.77,22.654999,18.095,16.77,22.394999
17-08-2016,17.465,32.335,13.054999,24.225,18.71,26.394999,18.164999,14.639999,21.57,15.66,16.52,10.21,9.42,17.005,25.57,17.335,17.005,21.689999
18-08-2016,16.94,31.46,12.735,25.109999,18.22,25.01,17.39,13.715,22.695,15.155,17.59,6.335,8.974999,16.94,24.119999,17.385,16.94,19.06
19-08-2016,17.76,29.324999,11.69,24.275,17.6,24.269999,18.67,14.349999,22.654999,16,17.244999,6.5,4.45,17.244999,23.15,17.914999,17.244999,14.924999
20-08-2016,17.06,29.285,14.139999,25.019999,18.215,23.949999,16.09,13.025,22.545,14.19,15.88,7.1299996,8.635,17.095,23.734999,17.875,17.095,23.16
21-08-2016,15.28,30.715,14.264999,24.16,19.38,28.185,18.635,13.28,22.4,15.75,18.635,5.5099998,8.715,15.094999,23.47,17.17,15.094999,24.189999
22-08-2016,16.75,29.23,13.785,23.675,18.949999,22.05,16.824999,14.349999,22.805,15.58,16.815,5.15,8.96,16.56,23.894999,18.865,16.56,24.365
23-08-2016,15.45,29.81,13.17,23.085,19.455,22.605,16.484999,15.63,22.695,14.674999,17.785,6.585,7.5049996,15.28,23.904999,17.38,15.28,20.465
24-08-2016,16.615,28.265,12.235,22.289999,17.38,25.345,17.75,14.325,22.205,12.575,17.75,7.035,5.19,16.615,23.93,17.64,16.615,24.74
25-08-2016,15.9,28.574999,12.8949995,23.279999,18.789999,24.755,15.924999,13.835,20.945,11.844999,15.099999,5.8599997,8.665,15.9,17.789999,16.029999,15.9,19.314999
26-08-2016,17.555,29.179998,12.205,21.585,17.55,23.675,18.84,13.155,21.355,18.275,18.18,5.955,8.595,17.57,22.635,17.8,17.555,25.269999
27-08-2016,15.815,28.849998,11.315,21.154999,18.73,24.449999,17.22,14.325,23.605,16.09,17.275,3.7749999,7.8799996,15.815,24.21,17.324999,15.815,24.84
28-08-2016,14.434999,29.195,10.155,22.91,18.744999,24.89,17.83,13.855,23.63,14.58,17.19,5.045,7.305,14.5199995,23.244999,17.46,14.5199995,23.47
29-08-2016,14.554999,29.304998,10.804999,23.359999,18.914999,26.18,19.675,14.36,23,15.089999,18.279999,6.18,7.62,14.565,22.289999,17.27,14.565,23.189999
30-08-2016,15.655,27.365,11.795,23.43,17.21,25.225,18.93,13.849999,23.55,14.98,18.914999,2.475,7.6549997,15.599999,23.685,17.335,15.599999,19.689999
31-08-2016,14.45,27.945,11.41,23.335,14.57,25.09,18.835,14.759999,23.875,13.74,18.55,6.35,6.8399997,14.66,24.205,15.525,14.66,22.48
1-09-2016,15.339999,30.755,10.974999,23,18.404999,28.59,15.45,12.48,23.119999,16.22,15.45,5.395,7.4249997,15.17,25.029999,18.09,15.17,23.029999
2-09-2016,15.865,27.835,11.465,22.994999,13.78,24.82,17.529999,13.594999,21.675,15.795,17.529999,6.43,6.285,14.605,22.805,15.69,14.605,23.31
3-09-2016,16.975,27.115,10.285,23.365,17.265,21.805,15.889999,14,15.889999,13.7,15.889999,8.7,6.1099997,16.975,15.889999,18.455,16.975,19.85
4-09-2016,15.299999,26.289999,11.855,24.89,18.25,24.019999,15.509999,14.29,21.145,14.724999,15.509999,9.995,2.81,15.795,21.64,17.56,15.795,24.65
5-09-2016,16.095,24.81,10.88,23.814999,17.725,28.21,16.035,13.799999,21.539999,13.264999,16.035,6.6,2.2549999,15.634999,18.404999,17.85,15.634999,24.865
6-09-2016,15.815,28.14,10.12,24.215,16.795,22.805,18.19,14.139999,20.835,18.31,18.19,5.6,2.995,15.815,21.64,17.59,15.815,25.76
7-09-2016,16.045,27.335,12.2,23.25,18.765,23.16,17.699999,15.855,18.605,17.77,17.255,9.6449995,3.175,17.645,18.975,17.66,16.045,15.63
8-09-2016,14.745,28.23,12.065,24.475,18.529999,24.115,18.425,13.75,20.76,18.359999,17.775,9.264999,5.72,14.815,21.015,16.775,14.815,24.375
9-09-2016,15.155,28.779999,8.605,22.55,17.43,25.3,16.67,13.915,22.574999,16.904999,16.965,9.724999,5.5499997,15.089999,23.35,14.92,15.089999,22.824999
10-09-2016,16.035,28.43,11.8,23.705,19.205,27.875,17.539999,13.83,23.3,16.545,17.6,9.335,5.4,16.035,22.619999,16.94,16.035,23.125
11-09-2016,17.18,28.65,9.045,23.955,18.93,23.189999,17.81,13.69,21.455,17.24,17.16,6.1349998,5.62,17.25,20.89,17.744999,17.25,18.449999
12-09-2016,16.58,28.635,12.19,22.935,18.15,24.125,14.78,13.165,21.765,15.13,14.78,5.895,5.49,16.58,22.715,16.58,16.58,22.4
13-09-2016,16.539999,27.18,11.469999,23,18.59,23.97,17.535,13.099999,21.085,15,17.465,4.055,5.42,16.22,22.769999,17.17,16.145,22.775
14-09-2016,16.98,27.75,10.275,22.225,16.074999,24.6,18.725,13.44,20.66,13.92,17.025,4.36,3.03,17.039999,21.875,18.105,16.98,22.154999
15-09-2016,16.565,27.365,10.309999,22.18,16.175,23.269999,17.555,14.735,20.699999,13.5199995,18.119999,8.91,4.935,16.565,22.885,18.285,16.565,18.465
16-09-2016,15.78,27.529999,12.375,23.855,15.929999,22.93,17.699999,13.875,20.89,13.48,16.94,6.4849997,3.845,15.594999,22.17,17.72,15.594999,20.965
17-09-2016,14.255,26.189999,12.139999,22.31,16.205,23.055,16.734999,13.259999,19.505,13.719999,17.965,4.0699997,2.1499999,14.255,20.015,16.635,14.255,22.085
18-09-2016,15.059999,26.449999,11.415,22.445,17.824999,23.564999,18.34,15.655,20.425,17.065,17.555,6.4449997,4.875,14.785,21.189999,17.119999,14.785,21.67
19-09-2016,14.705,25.195,11.54,19.865,16.359999,23.055,17.49,14.5,20.1,17.26,17.13,5.13,3.9599998,14.705,20.1,15.365,14.705,18.395
20-09-2016,15.245,25.505,12.219999,22.394999,16.115,26.724998,16.59,13.594999,17.095,15.809999,16.59,8.75,3.4499998,15.259999,17.095,16.465,15.259999,22.439999
21-09-2016,15.79,29.5,11.915,22.519999,16.675,18.9,16.785,13.299999,17.904999,15.075,16.785,6.855,1.93,15.79,18.835,16.664999,15.79,16.785
22-09-2016,15.174999,27.4,12.509999,22.244999,16.715,23.689999,17.965,12.105,23.225,14.429999,17.84,4.58,1.67,15.174999,22.265,17.22,15.174999,16.225
23-09-2016,15.915,27.305,12.469999,22.814999,17.98,24.654999,17.13,12.349999,22.095,17.85,17.13,4.6,0.185,16.27,21.13,17.585,16.27,22.564999
24-09-2016,17.734999,28.83,11.91,22.785,18.154999,22.355,16.525,11.264999,20.015,13.5199995,16.525,4.22,0.13,19.449999,21.744999,17.734999,19.449999,18.34
25-09-2016,16.64,26.91,9.465,22.21,13.835,23.625,17.725,13.264999,20.81,12.884999,17.025,2.625,2.87,16.64,21.895,16.64,16.64,16.64
26-09-2016,14.735,27.625,7.915,22.99,14.83,22.66,17.244999,13.65,18.435,13.014999,17.244999,4.6349998,3.6999998,14.724999,20.08,15.825,14.724999,16.76
27-09-2016,14.65,26.96,11.615,21.97,20.215,22.68,16.05,13.545,17.48,17.095,16.05,4.94,-1.17,14.969999,22.785,15.599999,14.94,20.625
28-09-2016,15.79,28.55,11.724999,21.68,15.815,22.73,16.955,14.09,22.49,13.19,16.955,4.025,3.715,15.79,22.49,15.929999,15.79,21.305
29-09-2016,17.5,25,12.264999,21.615,15.344999,27.324999,17.199999,12.04,20.355,12.965,16.51,5.23,2.685,15.865,15.21,16.095,15.865,20.525
30-09-2016,14.255,29.76,11.665,21.81,12.705,21.785,16.715,12.745,13.554999,11.465,16.935,2.9299998,2.36,14.255,13.554999,14.255,14.255,18.69
